date,prediction,conviction_score,allocation_pct,entry_price,exit_price,pnl,cumulative_capital,is_correct,calibrated_confidence,contradiction_pressure,empirical_confidence,principle_support,transition_pressure
2026-05-25,uncertain,0.0,0.0,0.0,0.0,0.0,1000000.0,False,0.0,0.0,0.0,0,0.0
2026-05-26,uncertain,0.432,0.0,0.0,0.0,0.0,1000000.0,False,0.26,0.0,0.24,0,0.07
2026-05-27,higher,0.2758,0.0,0.0,0.0,0.0,1000000.0,False,0.55,1.0,0.1264,0,0.4201
2026-05-28,range_bound,0.2259,0.0,0.0,0.0,0.0,1000000.0,True,0.44,1.0,0.05,0,0.381
2026-05-29,range_bound,0.2021,0.0,0.0,0.0,0.0,1000000.0,False,0.22,0.7362,0.0,0,0.2761
2026-06-01,lower,0.2725,0.0,0.0,0.0,0.0,1000000.0,False,0.56,1.0,0.05,0,0.335
2026-06-02,range_bound,0.1618,0.0,0.0,0.0,0.0,1000000.0,False,0.262,1.0,0.05,0,0.3989
2026-06-03,lower,0.4553,0.0792,1307.6391,1308.4634,-129.13,999870.87,True,0.55,0.089,0.05,0,0.294
2026-06-04,uncertain,0.4325,0.0,0.0,0.0,0.0,999870.87,False,0.5,0.0806,0.0,0,0.264
2026-06-05,uncertain,0.4352,0.0,0.0,0.0,0.0,999870.87,False,0.5,0.0964,0.0,0,0.205
2026-06-08,lower,0.4825,0.0827,1275.723,1264.5633,640.65,1000511.52,True,0.634,0.0945,0.0,0,0.205
2026-06-09,uncertain,0.3972,0.0,0.0,0.0,0.0,1000511.52,False,0.39,0.0942,0.0,0,0.205
2026-06-10,range_bound,0.4506,0.0786,0.0,0.0,0.0,1000511.52,False,0.615,0.0733,0.0,0,0.5
2026-06-11,lower,0.4048,0.0726,1256.742,1264.263,-507.34,1000004.19,False,0.581,0.39,0.0,0,0.205
2026-06-12,range_bound,0.3087,0.0601,0.0,0.0,0.0,1000004.19,False,0.3,0.4033,0.0,0,0.1567
2026-06-15,higher,0.3746,0.0687,1316.6153,1305.693,-638.62,999365.57,False,0.46,0.3535,0.0,0,0.1567
2026-06-16,lower,0.4121,0.0736,1312.0866,1330.1288,-1084.97,998280.6,False,0.554,0.3306,0.0,0,0.1567
2026-06-17,higher,0.54,0.0902,1334.333,1331.3673,-290.18,997990.41,False,0.812,0.0874,0.0,0,0.2675
2026-06-18,range_bound,0.4175,0.0743,0.0,0.0,0.0,997990.41,False,0.45,0.0877,0.0,0,0.225
2026-06-19,range_bound,0.4386,0.077,0.0,0.0,0.0,997990.41,False,0.55,0.1914,0.0,0,0.1567
2026-06-22,uncertain,0.3931,0.0,0.0,0.0,0.0,997990.41,False,0.546,0.3152,0.0,0,0.35
2026-06-23,higher,0.3811,0.0695,1330.2289,1308.1905,-1218.48,996771.93,False,0.46,0.3212,0.0,0,0.1567
2026-06-24,lower,0.4114,0.0735,1304.3943,1314.9136,-664.09,996107.84,False,0.55,0.327,0.0,0,0.1567
2026-06-25,higher,0.372,0.0684,1319.318,1316.7819,-199.11,995908.73,True,0.46,0.3424,0.0,0,0.205
2026-06-26,range_bound,0.2895,0.0576,0.0,0.0,0.0,995908.73,False,0.26,0.3948,0.0,0,0.225
2026-06-29,range_bound,0.4183,0.0744,0.0,0.0,0.0,995908.73,False,0.45,0.0837,0.0,0,0.225
2026-06-30,lower,0.4729,0.0815,1305.5931,1295.1939,565.33,996474.07,True,0.64,0.0807,0.0,0,0.35
2026-07-01,lower,0.4848,0.083,1297.6011,1309.308,-828.89,995645.18,False,0.697,0.0739,0.0,0,0.444
2026-07-02,higher,0.452,0.0788,1311.31,1302.1965,-623.73,995021.46,False,0.54,0.085,0.0,0,0.2
2026-07-03,range_bound,0.3662,0.0676,0.0,0.0,0.0,995021.46,False,0.48,0.3719,0.0,0,0.274
